## 1.1.1
## assembly	: /media/hd15-cursos/nanopore_lgbio_2026/grupo_1/5.Montagem-Flye/Scer2_q10_l500/assembly.fasta
## coverage	 bam0 - /media/hd15-cursos/nanopore_lgbio_2026/grupo_1/11.Blobtools/Scer2_q10_l500_Flye/Scer2_q10_l500_Flye.bam
## taxonomy	 tax0 - /media/hd15-cursos/nanopore_lgbio_2026/grupo_1/11.Blobtools/Scer2_q10_l500_Flye/assembly.blastn.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6	superkingdom.s.7	superkingdom.c.8	phylum.t.9	phylum.s.10	phylum.c.11	order.t.12	order.s.13	order.c.14	family.t.15	family.s.16	family.c.17	genus.t.18	genus.s.19	genus.c.20	species.t.21	species.s.22	species.c.23
contig_116	40917	0.3826	0	3.7965	undef	724024.0	0	Ascomycota	724024.0	0	Saccharomycetales	724024.0	0	Saccharomycetaceae	724024.0	0	Saccharomyces	724024.0	0	Saccharomyces cerevisiae	724024.0	0
contig_117	11410	0.3871	0	2.6182	undef	202356.0	0	Ascomycota	202356.0	0	Saccharomycetales	202356.0	0	Saccharomycetaceae	202356.0	0	Saccharomyces	202356.0	0	Saccharomyces cerevisiae	202356.0	0
contig_118	22132	0.3765	0	3.1495	undef	391000.0	0	Ascomycota	391000.0	0	Saccharomycetales	391000.0	0	Saccharomycetaceae	391000.0	0	Saccharomyces	391000.0	0	Saccharomyces cerevisiae	391000.0	0
contig_119	3308	0.38	0	7.8265	undef	60695.0	0	Ascomycota	60695.0	0	Saccharomycetales	60695.0	0	Saccharomycetaceae	60695.0	0	Saccharomyces	60695.0	0	Saccharomyces cerevisiae	60695.0	0
contig_120	12390	0.3774	0	4.9829	undef	224086.0	0	Ascomycota	224086.0	0	Saccharomycetales	224086.0	0	Saccharomycetaceae	224086.0	0	Saccharomyces	224086.0	0	Saccharomyces cerevisiae	224086.0	0
contig_121	36525	0.3811	0	4.6347	undef	552330.0	0	Ascomycota	552330.0	0	Saccharomycetales	552330.0	0	Saccharomycetaceae	552330.0	0	Saccharomyces	552330.0	0	Saccharomyces cerevisiae	552330.0	0
contig_122	40995	0.3831	0	4.9066	undef	736938.0	0	Ascomycota	736938.0	0	Saccharomycetales	736938.0	0	Saccharomycetaceae	736938.0	0	Saccharomyces	736938.0	0	Saccharomyces cerevisiae	736938.0	0
contig_123	8450	0.3902	0	4.9494	undef	151351.0	0	Ascomycota	151351.0	0	Saccharomycetales	151351.0	0	Saccharomycetaceae	151351.0	0	Saccharomyces	151351.0	0	Saccharomyces cerevisiae	151351.0	0
contig_124	6299	0.3723	0	3.4779	undef	109933.0	0	Ascomycota	109933.0	0	Saccharomycetales	109933.0	0	Saccharomycetaceae	109933.0	0	Saccharomyces	109933.0	0	Saccharomyces cerevisiae	109933.0	0
contig_125	4013	0.3713	0	4.9628	undef	73424.0	0	Ascomycota	73424.0	0	Saccharomycetales	73424.0	0	Saccharomycetaceae	73424.0	0	Saccharomyces	73424.0	0	Saccharomyces cerevisiae	73424.0	0
contig_126	30784	0.3801	0	3.17	undef	531173.0	0	Ascomycota	531173.0	0	Saccharomycetales	531173.0	0	Saccharomycetaceae	531173.0	0	Saccharomyces	531173.0	0	Saccharomyces cerevisiae	531173.0	0
contig_127	50935	0.3777	0	3.4017	undef	918969.0	0	Ascomycota	918969.0	0	Saccharomycetales	918969.0	0	Saccharomycetaceae	918969.0	0	Saccharomyces	918969.0	0	Saccharomyces cerevisiae	918969.0	0
contig_128	20300	0.3836	0	4.1205	undef	335443.0	0	Ascomycota	335443.0	0	Saccharomycetales	335443.0	0	Saccharomycetaceae	335443.0	0	Saccharomyces	335443.0	0	Saccharomyces cerevisiae	335443.0	0
contig_129	33762	0.3732	0	4.955	undef	592272.0	0	Ascomycota	592272.0	0	Saccharomycetales	592272.0	0	Saccharomycetaceae	592272.0	0	Saccharomyces	592272.0	0	Saccharomyces cerevisiae	592272.0	0
contig_130	13509	0.4282	0	2.9485	undef	242668.0	0	Ascomycota	242668.0	0	Saccharomycetales	242668.0	0	Saccharomycetaceae	242668.0	0	Saccharomyces	242668.0	0	Saccharomyces cerevisiae	242668.0	0
contig_131	18111	0.3989	0	6.048	undef	329812.0	0	Ascomycota	329812.0	0	Saccharomycetales	329812.0	0	Saccharomycetaceae	329812.0	0	Saccharomyces	329812.0	0	Saccharomyces cerevisiae	329812.0	0
contig_133	4196	0.429	0	1.8985	undef	75363.0	0	Ascomycota	75363.0	0	Saccharomycetales	75363.0	0	Saccharomycetaceae	75363.0	0	Saccharomyces	75363.0	0	Saccharomyces cerevisiae	75363.0	0
contig_134	8353	0.3572	0	2.3842	undef	144786.0	0	Ascomycota	144786.0	0	Saccharomycetales	144786.0	0	Saccharomycetaceae	144786.0	0	Saccharomyces	144786.0	0	Saccharomyces cerevisiae	144786.0	0
contig_135	12505	0.4138	0	4.3	undef	200493.0	0	Ascomycota	200493.0	0	Saccharomycetales	200493.0	0	Saccharomycetaceae	200493.0	0	Saccharomyces	200493.0	0	Saccharomyces cerevisiae	200493.0	0
contig_136	20298	0.3828	0	4.6114	undef	361820.0	0	Ascomycota	361820.0	0	Saccharomycetales	361820.0	0	Saccharomycetaceae	361820.0	0	Saccharomyces	361820.0	0	Saccharomyces cerevisiae	361820.0	0
contig_137	8061	0.3768	0	1.9765	undef	141792.0	0	Ascomycota	141792.0	0	Saccharomycetales	141792.0	0	Saccharomycetaceae	141792.0	0	Saccharomyces	141792.0	0	Saccharomyces cerevisiae	141792.0	0
contig_138	5677	0.3796	0	3.5081	undef	100910.0	0	Ascomycota	100910.0	0	Saccharomycetales	100910.0	0	Saccharomycetaceae	100910.0	0	Saccharomyces	100910.0	0	Saccharomyces cerevisiae	100910.0	0
contig_139	5571	0.3971	0	3.9323	undef	99156.0	0	Ascomycota	99156.0	0	Saccharomycetales	99156.0	0	Saccharomycetaceae	99156.0	0	Saccharomyces	99156.0	0	Saccharomyces cerevisiae	99156.0	0
contig_14	4734	0.3758	0	4.2069	undef	68712.0	0	Ascomycota	68712.0	0	Saccharomycetales	68712.0	0	Saccharomycetaceae	68712.0	0	Saccharomyces	68712.0	0	Saccharomyces cerevisiae	68712.0	0
contig_140	3120	0.4628	0	4.4682	undef	56160.0	0	Ascomycota	56160.0	0	Saccharomycetales	56160.0	0	Saccharomycetaceae	56160.0	0	Saccharomyces	56160.0	0	Saccharomyces cerevisiae	56160.0	0
contig_141	13501	0.3715	0	4.1303	undef	242506.0	0	Ascomycota	242506.0	0	Saccharomycetales	242506.0	0	Saccharomycetaceae	242506.0	0	Saccharomyces	242506.0	0	Saccharomyces cerevisiae	242506.0	0
contig_142	9071	0.3615	0	5.0497	undef	162974.0	0	Ascomycota	162974.0	0	Saccharomycetales	162974.0	0	Saccharomycetaceae	162974.0	0	Saccharomyces	162974.0	0	Saccharomyces cerevisiae	162974.0	0
contig_143	19592	0.3823	0	3.9644	undef	340245.0	0	Ascomycota	340245.0	0	Saccharomycetales	340245.0	0	Saccharomycetaceae	340245.0	0	Saccharomyces	340245.0	0	Saccharomyces cerevisiae	340245.0	0
contig_144	22658	0.381	0	4.7464	undef	411650.0	0	Ascomycota	411650.0	0	Saccharomycetales	411650.0	0	Saccharomycetaceae	411650.0	0	Saccharomyces	411650.0	0	Saccharomyces cerevisiae	411650.0	0
contig_145	3720	0.4234	0	3.2122	undef	63542.0	0	Ascomycota	63542.0	0	Saccharomycetales	63542.0	0	Saccharomycetaceae	63542.0	0	Saccharomyces	63542.0	0	Saccharomyces cerevisiae	63542.0	0
contig_146	35136	0.3934	0	4.1944	undef	420909.0	0	Ascomycota	420909.0	0	Saccharomycetales	420909.0	0	Saccharomycetaceae	420909.0	0	Saccharomyces	420909.0	0	Saccharomyces cerevisiae	420909.0	0
contig_147	11182	0.3809	0	4.8088	undef	199821.0	0	Ascomycota	199821.0	0	Saccharomycetales	199821.0	0	Saccharomycetaceae	199821.0	0	Saccharomyces	199821.0	0	Saccharomyces cerevisiae	199821.0	0
contig_148	16417	0.3691	0	3.3967	undef	294948.0	0	Ascomycota	294948.0	0	Saccharomycetales	294948.0	0	Saccharomycetaceae	294948.0	0	Saccharomyces	294948.0	0	Saccharomyces cerevisiae	294948.0	0
contig_149	1382	0.0781	0	17.2928	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
contig_15	18176	0.3749	0	4.3828	undef	327843.0	0	Ascomycota	327843.0	0	Saccharomycetales	327843.0	0	Saccharomycetaceae	327843.0	0	Saccharomyces	327843.0	0	Saccharomyces cerevisiae	327843.0	0
contig_150	30126	0.3702	0	4.4953	undef	528607.0	0	Ascomycota	528607.0	0	Saccharomycetales	528607.0	0	Saccharomycetaceae	528607.0	0	Saccharomyces	528607.0	0	Saccharomyces cerevisiae	475580.0	1
contig_151	7537	0.3767	0	3.9636	undef	133748.0	0	Ascomycota	133748.0	0	Saccharomycetales	133748.0	0	Saccharomycetaceae	133748.0	0	Saccharomyces	133748.0	0	Saccharomyces cerevisiae	133748.0	0
contig_152	8211	0.3581	0	3.6382	undef	146197.0	0	Ascomycota	146197.0	0	Saccharomycetales	146197.0	0	Saccharomycetaceae	146197.0	0	Saccharomyces	146197.0	0	Saccharomyces cerevisiae	146197.0	0
contig_153	15168	0.3811	0	2.3634	undef	264982.0	0	Ascomycota	264982.0	0	Saccharomycetales	264982.0	0	Saccharomycetaceae	264982.0	0	Saccharomyces	264982.0	0	Saccharomyces cerevisiae	264982.0	0
contig_154	3657	0.4094	0	8.7134	undef	66230.0	0	Ascomycota	66230.0	0	Saccharomycetales	66230.0	0	Saccharomycetaceae	66230.0	0	Saccharomyces	66230.0	0	Saccharomyces cerevisiae	66230.0	0
contig_155	3501	0.3887	0	2.8443	undef	58676.0	0	Ascomycota	58676.0	0	Saccharomycetales	58676.0	0	Saccharomycetaceae	58676.0	0	Saccharomyces	58676.0	0	Saccharomyces cerevisiae	58676.0	0
contig_156	20673	0.387	0	2.7937	undef	358827.0	0	Ascomycota	358827.0	0	Saccharomycetales	358827.0	0	Saccharomycetaceae	358827.0	0	Saccharomyces	358827.0	0	Saccharomyces cerevisiae	358827.0	0
contig_157	16445	0.3995	0	3.512	undef	260445.0	0	Ascomycota	260445.0	0	Saccharomycetales	260445.0	0	Saccharomycetaceae	260445.0	0	Saccharomyces	260445.0	0	Saccharomyces cerevisiae	260445.0	0
contig_158	9616	0.387	0	3.5208	undef	174068.0	0	Ascomycota	174068.0	0	Saccharomycetales	174068.0	0	Saccharomycetaceae	174068.0	0	Saccharomyces	174068.0	0	Saccharomyces cerevisiae	174068.0	0
contig_159	21678	0.3968	0	4.5016	undef	381853.0	0	Ascomycota	381853.0	0	Saccharomycetales	381853.0	0	Saccharomycetaceae	381853.0	0	Saccharomyces	381853.0	0	Saccharomyces cerevisiae	381853.0	0
contig_16	12707	0.3659	0	7.0528	undef	231394.0	0	Ascomycota	231394.0	0	Saccharomycetales	231394.0	0	Saccharomycetaceae	231394.0	0	Saccharomyces	231394.0	0	Saccharomyces cerevisiae	231394.0	0
contig_160	16689	0.4049	0	6.3247	undef	254941.0	0	Ascomycota	254941.0	0	Saccharomycetales	254941.0	0	Saccharomycetaceae	254941.0	0	Saccharomyces	254941.0	0	Saccharomyces cerevisiae	254941.0	0
contig_161	18072	0.3716	0	4.5182	undef	321790.0	0	Ascomycota	321790.0	0	Saccharomycetales	321790.0	0	Saccharomycetaceae	321790.0	0	Saccharomyces	321790.0	0	Saccharomyces cerevisiae	321790.0	0
contig_162	25878	0.3815	0	5.9259	undef	456359.0	0	Ascomycota	456359.0	0	Saccharomycetales	456359.0	0	Saccharomycetaceae	456359.0	0	Saccharomyces	456359.0	0	Saccharomyces cerevisiae	456359.0	0
contig_163	58550	0.3765	0	3.7076	undef	1040200.0	0	Ascomycota	1040200.0	0	Saccharomycetales	1040200.0	0	Saccharomycetaceae	1040200.0	0	Saccharomyces	1040200.0	0	Saccharomyces cerevisiae	1040200.0	0
contig_164	10992	0.3798	0	5.0731	undef	198923.0	0	Ascomycota	198923.0	0	Saccharomycetales	198923.0	0	Saccharomycetaceae	198923.0	0	Saccharomyces	198923.0	0	Saccharomyces cerevisiae	198923.0	0
contig_165	18766	0.3875	0	3.9266	undef	334182.0	0	Ascomycota	334182.0	0	Saccharomycetales	334182.0	0	Saccharomycetaceae	334182.0	0	Saccharomyces	334182.0	0	Saccharomyces cerevisiae	334182.0	0
contig_166	15613	0.3817	0	4.5921	undef	280529.0	0	Ascomycota	280529.0	0	Saccharomycetales	280529.0	0	Saccharomycetaceae	280529.0	0	Saccharomyces	280529.0	0	Saccharomyces cerevisiae	280529.0	0
contig_167	2745	0.3497	0	5.8042	undef	49530.0	0	Ascomycota	49530.0	0	Saccharomycetales	49530.0	0	Saccharomycetaceae	49530.0	0	Saccharomyces	49530.0	0	Saccharomyces cerevisiae	49530.0	0
contig_168	7961	0.3708	0	4.5029	undef	144160.0	0	Ascomycota	144160.0	0	Saccharomycetales	144160.0	0	Saccharomycetaceae	144160.0	0	Saccharomyces	144160.0	0	Saccharomyces cerevisiae	144160.0	0
contig_169	21971	0.3792	0	3.7164	undef	389412.0	0	Ascomycota	389412.0	0	Saccharomycetales	389412.0	0	Saccharomycetaceae	389412.0	0	Saccharomyces	389412.0	0	Saccharomyces cerevisiae	389412.0	0
contig_17	8855	0.4139	0	2.9238	undef	151907.0	0	Ascomycota	151907.0	0	Saccharomycetales	151907.0	0	Saccharomycetaceae	151907.0	0	Saccharomyces	151907.0	0	Saccharomyces cerevisiae	151907.0	0
contig_170	37748	0.3793	0	4.5373	undef	644836.0	0	Ascomycota	644836.0	0	Saccharomycetales	644836.0	0	Saccharomycetaceae	644836.0	0	Saccharomyces	644836.0	0	Saccharomyces cerevisiae	644836.0	0
contig_171	3338	0.3957	0	5.3697	undef	60210.0	0	Ascomycota	60210.0	0	Saccharomycetales	60210.0	0	Saccharomycetaceae	60210.0	0	Saccharomyces	60210.0	0	Saccharomyces cerevisiae	60210.0	0
contig_172	7896	0.4181	0	4.2878	undef	138056.0	0	Ascomycota	138056.0	0	Saccharomycetales	138056.0	0	Saccharomycetaceae	138056.0	0	Saccharomyces	138056.0	0	Saccharomyces cerevisiae	138056.0	0
contig_173	4487	0.3662	0	4.8823	undef	80800.0	0	Ascomycota	80800.0	0	Saccharomycetales	80800.0	0	Saccharomycetaceae	80800.0	0	Saccharomyces	80800.0	0	Saccharomyces cerevisiae	80800.0	0
contig_174	14917	0.414	0	3.4712	undef	217204.0	0	Ascomycota	217204.0	0	Saccharomycetales	217204.0	0	Saccharomycetaceae	217204.0	0	Saccharomyces	217204.0	0	Saccharomyces cerevisiae	217204.0	0
contig_175	4451	0.3956	0	6.2642	undef	80700.0	0	Ascomycota	80700.0	0	Saccharomycetales	80700.0	0	Saccharomycetaceae	80700.0	0	Saccharomyces	80700.0	0	Saccharomyces cerevisiae	80700.0	0
contig_176	28767	0.3826	0	4.1538	undef	515984.0	0	Ascomycota	515984.0	0	Saccharomycetales	515984.0	0	Saccharomycetaceae	515984.0	0	Saccharomyces	515984.0	0	Saccharomyces cerevisiae	515984.0	0
contig_177	21209	0.3842	0	3.0987	undef	375767.0	0	Ascomycota	375767.0	0	Saccharomycetales	375767.0	0	Saccharomycetaceae	375767.0	0	Saccharomyces	375767.0	0	Saccharomyces cerevisiae	375767.0	0
contig_178	41407	0.3782	0	5.1945	undef	558427.0	0	Ascomycota	558427.0	0	Saccharomycetales	558427.0	0	Saccharomycetaceae	558427.0	0	Saccharomyces	558427.0	0	Saccharomyces cerevisiae	558427.0	0
contig_179	12815	0.3807	0	2.9528	undef	232278.0	0	Ascomycota	232278.0	0	Saccharomycetales	232278.0	0	Saccharomycetaceae	232278.0	0	Saccharomyces	232278.0	0	Saccharomyces cerevisiae	232278.0	0
contig_18	1716	0.3934	0	16.2481	undef	27035.0	0	Ascomycota	27035.0	0	Saccharomycetales	27035.0	0	Saccharomycetaceae	27035.0	0	Saccharomyces	27035.0	0	Saccharomyces paradoxus	18414.0	1
contig_180	13308	0.3908	0	3.7413	undef	156790.0	0	Ascomycota	156790.0	0	Saccharomycetales	156790.0	0	Saccharomycetaceae	156790.0	0	Saccharomyces	156790.0	0	Saccharomyces cerevisiae	156790.0	0
contig_181	9571	0.3863	0	4.3697	undef	173246.0	0	Ascomycota	173246.0	0	Saccharomycetales	173246.0	0	Saccharomycetaceae	173246.0	0	Saccharomyces	173246.0	0	Saccharomyces cerevisiae	173246.0	0
contig_182	20013	0.3863	0	3.682	undef	334885.0	0	Ascomycota	334885.0	0	Saccharomycetales	334885.0	0	Saccharomycetaceae	334885.0	0	Saccharomyces	334885.0	0	Saccharomyces cerevisiae	334885.0	0
contig_183	3216	0.3613	0	3.7156	undef	55550.0	0	Ascomycota	55550.0	0	Saccharomycetales	55550.0	0	Saccharomycetaceae	55550.0	0	Saccharomyces	55550.0	0	Saccharomyces cerevisiae	55550.0	0
contig_184	15721	0.3934	0	4.0538	undef	269612.0	0	Ascomycota	269612.0	0	Saccharomycetales	269612.0	0	Saccharomycetaceae	269612.0	0	Saccharomyces	269612.0	0	Saccharomyces cerevisiae	269612.0	0
contig_185	6824	0.3775	0	5.8369	undef	117902.0	0	Ascomycota	117902.0	0	Saccharomycetales	117902.0	0	Saccharomycetaceae	117902.0	0	Saccharomyces	117902.0	0	Saccharomyces cerevisiae	117902.0	0
contig_186	12265	0.359	0	3.897	undef	219939.0	0	Ascomycota	219939.0	0	Saccharomycetales	219939.0	0	Saccharomycetaceae	219939.0	0	Saccharomyces	219939.0	0	Saccharomyces cerevisiae	219939.0	0
contig_187	6249	0.3708	0	3.187	undef	113361.0	0	Ascomycota	113361.0	0	Saccharomycetales	113361.0	0	Saccharomycetaceae	113361.0	0	Saccharomyces	113361.0	0	Saccharomyces cerevisiae	113361.0	0
contig_188	7847	0.364	0	3.5532	undef	112367.0	0	Ascomycota	112367.0	0	Saccharomycetales	112367.0	0	Saccharomycetaceae	112367.0	0	Saccharomyces	112367.0	0	Saccharomyces cerevisiae	112367.0	0
contig_189	19275	0.3872	0	3.823	undef	349012.0	0	Ascomycota	349012.0	0	Saccharomycetales	349012.0	0	Saccharomycetaceae	349012.0	0	Saccharomyces	349012.0	0	Saccharomyces cerevisiae	349012.0	0
contig_19	7470	0.3922	0	3.7325	undef	132699.0	0	Ascomycota	132699.0	0	Saccharomycetales	132699.0	0	Saccharomycetaceae	132699.0	0	Saccharomyces	132699.0	0	Saccharomyces cerevisiae	119463.0	1
contig_190	4488	0.3824	0	3.55	undef	79076.0	0	Ascomycota	79076.0	0	Saccharomycetales	79076.0	0	Saccharomycetaceae	79076.0	0	Saccharomyces	79076.0	0	Saccharomyces cerevisiae	79076.0	0
contig_191	24573	0.3873	0	3.8902	undef	428932.0	0	Ascomycota	428932.0	0	Saccharomycetales	428932.0	0	Saccharomycetaceae	428932.0	0	Saccharomyces	428932.0	0	Saccharomyces cerevisiae	428932.0	0
contig_192	13859	0.372	0	4.4547	undef	245703.0	0	Ascomycota	245703.0	0	Saccharomycetales	245703.0	0	Saccharomycetaceae	245703.0	0	Saccharomyces	245703.0	0	Saccharomyces cerevisiae	245703.0	0
contig_193	28870	0.3943	0	4.6219	undef	504035.0	0	Ascomycota	504035.0	0	Saccharomycetales	504035.0	0	Saccharomycetaceae	504035.0	0	Saccharomyces	504035.0	0	Saccharomyces cerevisiae	504035.0	0
contig_194	8457	0.3718	0	5.8873	undef	154934.0	0	Ascomycota	154934.0	0	Saccharomycetales	154934.0	0	Saccharomycetaceae	154934.0	0	Saccharomyces	154934.0	0	Saccharomyces cerevisiae	154934.0	0
contig_195	15619	0.3681	0	4.8453	undef	277277.0	0	Ascomycota	277277.0	0	Saccharomycetales	277277.0	0	Saccharomycetaceae	277277.0	0	Saccharomyces	277277.0	0	Saccharomyces cerevisiae	277277.0	0
contig_196	7405	0.3668	0	4.0342	undef	133310.0	0	Ascomycota	133310.0	0	Saccharomycetales	133310.0	0	Saccharomycetaceae	133310.0	0	Saccharomyces	133310.0	0	Saccharomyces cerevisiae	133310.0	0
contig_197	20449	0.3793	0	3.6035	undef	362564.0	0	Ascomycota	362564.0	0	Saccharomycetales	362564.0	0	Saccharomycetaceae	362564.0	0	Saccharomyces	362564.0	0	Saccharomyces cerevisiae	362564.0	0
contig_198	34385	0.3735	0	4.0543	undef	609874.0	0	Ascomycota	609874.0	0	Saccharomycetales	609874.0	0	Saccharomycetaceae	609874.0	0	Saccharomyces	609874.0	0	Saccharomyces cerevisiae	609874.0	0
contig_199	19430	0.382	0	4.5099	undef	343923.0	0	Ascomycota	343923.0	0	Saccharomycetales	343923.0	0	Saccharomycetaceae	343923.0	0	Saccharomyces	343923.0	0	Saccharomyces cerevisiae	343923.0	0
contig_2	32030	0.3825	0	4.9742	undef	331930.0	0	Ascomycota	331930.0	0	Saccharomycetales	331930.0	0	Saccharomycetaceae	331930.0	0	Saccharomyces	331930.0	0	Saccharomyces cerevisiae	331930.0	0
contig_20	14031	0.3829	0	2.9807	undef	250817.0	0	Ascomycota	250817.0	0	Saccharomycetales	250817.0	0	Saccharomycetaceae	250817.0	0	Saccharomyces	250817.0	0	Saccharomyces cerevisiae	250817.0	0
contig_200	4520	0.406	0	4.4061	undef	81091.0	0	Ascomycota	81091.0	0	Saccharomycetales	81091.0	0	Saccharomycetaceae	81091.0	0	Saccharomyces	81091.0	0	Saccharomyces cerevisiae	81091.0	0
contig_201	26861	0.3836	0	3.2623	undef	477801.0	0	Ascomycota	477801.0	0	Saccharomycetales	477801.0	0	Saccharomycetaceae	477801.0	0	Saccharomyces	477801.0	0	Saccharomyces cerevisiae	477801.0	0
contig_202	20266	0.3751	0	2.4568	undef	338830.0	0	Ascomycota	338830.0	0	Saccharomycetales	338830.0	0	Saccharomycetaceae	338830.0	0	Saccharomyces	338830.0	0	Saccharomyces cerevisiae	338830.0	0
contig_203	23690	0.3822	0	3.3627	undef	422961.0	0	Ascomycota	422961.0	0	Saccharomycetales	422961.0	0	Saccharomycetaceae	422961.0	0	Saccharomyces	422961.0	0	Saccharomyces cerevisiae	422961.0	0
contig_204	13153	0.3699	0	2.8769	undef	230603.0	0	Ascomycota	230603.0	0	Saccharomycetales	230603.0	0	Saccharomycetaceae	230603.0	0	Saccharomyces	230603.0	0	Saccharomyces cerevisiae	230603.0	0
contig_205	25072	0.3759	0	3.8128	undef	443537.0	0	Ascomycota	443537.0	0	Saccharomycetales	443537.0	0	Saccharomycetaceae	443537.0	0	Saccharomyces	443537.0	0	Saccharomyces cerevisiae	443537.0	0
